Date,IAU,IEMG,QQQ,SHV,TLT
2025-03-27,57.68000030517578,54.40401840209961,480.5226440429687,108.14337158203124,86.94841003417969
2025-03-28,58.130001068115234,53.43587112426758,467.8715515136719,108.17274475097656,88.15125274658203
2025-03-31,58.959999084472656,53.31732177734375,467.85162353515625,108.18254089355467,89.02161407470703
2025-04-01,58.86000061035156,53.55441665649414,471.62298583984375,108.20613098144533,89.79303741455078
2025-04-02,58.95000076293945,53.61369323730469,475.0651245117187,108.2159652709961,89.7341537475586
2025-04-03,58.599998474121094,52.51711654663086,449.6332092285156,108.22579193115234,90.14635467529295
2025-04-04,57.2599983215332,49.65218734741211,421.70697021484375,108.2749252319336,91.12781524658205
2025-04-07,56.099998474121094,47.89371490478515,422.7246398925781,108.28475189208984,88.3797607421875
2025-04-08,56.310001373291016,47.16266250610352,415.1120300292969,108.30441284179688,86.7112808227539
2025-04-09,58.380001068115234,50.42275619506836,464.938232421875,108.30441284179688,87.22164154052734
2025-04-10,59.810001373291016,49.54351806640625,445.1633911132813,108.30441284179688,84.81707763671875
2025-04-11,60.959999084472656,51.035255432128906,453.3646545410156,108.35355377197266,85.27836608886719
2025-04-14,60.59000015258789,51.50945281982422,456.4376525878906,108.3633804321289,85.8868637084961
2025-04-15,60.939998626708984,51.469932556152344,456.9464721679687,108.37319946289062,86.19110870361328
2025-04-16,62.93000030517578,50.88706970214844,443.1679382324219,108.39286041259766,86.67202758789062
2025-04-17,62.630001068115234,51.34151077270508,443.088134765625,108.4419937133789,85.90648651123047
2025-04-21,64.58999633789062,51.32175064086914,432.1231689453125,108.45183563232422,84.40486145019531
2025-04-22,63.65999984741211,52.092315673828125,443.46728515625,108.4616470336914,84.87596893310547
2025-04-23,62.119998931884766,52.62578582763672,453.5242919921875,108.47149658203124,85.70038604736328
2025-04-24,63.040000915527344,53.29756546020508,466.28515625,108.48130798339844,86.60331726074219
2025-04-25,62.34000015258789,53.109859466552734,471.4833068847656,108.5206298828125,87.24126434326172
2025-04-28,63.22999954223633,53.2481689453125,471.3336181640625,108.53044891357422,87.79088592529297
2025-04-29,62.63999938964844,53.44574737548828,474.446533203125,108.53044891357422,88.52696228027344
2025-04-30,62.16999816894531,53.51490020751953,474.38665771484375,108.5599365234375,87.81050872802734
2025-05-01,60.86000061035156,53.48526382446289,480.58251953125,108.57176208496094,87.36526489257812
2025-05-02,60.970001220703125,55.036277770996094,487.7162170410156,108.59149169921876,86.41960906982422
2025-05-05,62.790000915527344,55.4808349609375,484.82281494140625,108.60135650634766,85.93692016601562
2025-05-06,64.56999969482422,55.2042236328125,480.3131103515625,108.61121368408205,86.22257995605469
2025-05-07,63.61000061035156,54.571964263916016,482.1988220214844,108.63094329833984,86.5870590209961
2025-05-08,62.34000015258789,54.5028076171875,487.1774597167969,108.64079284667967,85.62169647216797
2025-05-09,62.77000045776367,54.858455657958984,486.8581848144531,108.6703872680664,85.74976348876953
2025-05-12,61.0,56.06370162963867,506.6929016113281,108.68024444580078,84.95185089111328
2025-05-13,61.279998779296875,56.19213104248047,514.415283203125,108.69010162353516,84.6070785522461
2025-05-14,59.970001220703125,56.597171783447266,517.4982299804688,108.69010162353516,84.04559326171875
2025-05-15,60.93000030517578,56.60704803466797,518.06689453125,108.7098159790039,84.78439331054688
2025-05-16,60.20000076293945,56.6169319152832,520.32177734375,108.749267578125,85.01095581054688
2025-05-19,60.970001220703125,56.784873962402344,520.8206787109375,108.749267578125,84.76469421386719
2025-05-20,62.119998931884766,56.7255973815918,519.0845947265625,108.7689971923828,84.1539535522461
2025-05-21,62.59000015258789,56.64656829833984,511.8710021972656,108.7788543701172,82.71576690673828
2025-05-22,62.029998779296875,56.49837875366211,512.828857421875,108.79857635498048,83.1491928100586
2025-05-23,63.380001068115234,56.7552375793457,508.0796813964844,108.84788513183594,83.28710174560547
2025-05-27,62.310001373291016,56.68608474731445,520.0324096679688,108.84788513183594,84.449462890625
2025-05-28,62.16999816894531,56.42922592163086,517.7276000976562,108.85774230957033,84.08499908447266
2025-05-29,62.540000915527344,56.7255973815918,518.745361328125,108.88732147216795,84.86320495605469
2025-05-30,62.15999984741211,56.004425048828125,517.92724609375,108.90705108642578,84.99125671386719
2025-06-02,63.77000045776367,56.46874237060547,522.0178833007812,108.9238739013672,84.20027160644531
2025-06-03,63.22999954223633,56.56753158569336,526.0985107421875,108.94366455078124,84.05196380615234
2025-06-04,63.619998931884766,57.26894760131836,527.5652465820312,108.95355987548828,85.41641235351562
2025-06-05,63.290000915527344,57.545562744140625,523.59423828125,108.9832534790039,85.4757308959961
2025-06-06,62.470001220703125,57.78266143798828,528.7125854492188,108.99315643310548,84.38812255859375
2025-06-09,62.7400016784668,58.20745849609375,529.4908447265625,109.0228500366211,84.47711944580078
2025-06-10,62.77000045776367,58.592742919921875,532.9928588867188,109.03273010253906,84.91215515136719
2025-06-11,63.119998931884766,58.88911437988281,531.1968994140625,109.04264068603516,85.16922760009766
2025-06-12,63.88999938964844,58.948387145996094,532.4440307617188,109.06243133544922,86.1876220703125
2025-06-13,64.73999786376953,57.999996185302734,525.7593994140625,109.1020050048828,85.35709381103516
2025-06-16,63.79999923706055,58.65999984741211,533.0726318359375,109.1020050048828,84.49688720703125
2025-06-17,63.81999969482422,57.90999984741211,527.8745727539062,109.1119155883789,85.5251693725586
2025-06-18,63.47999954223633,57.939998626708984,527.78466796875,109.1416015625,85.6734848022461
2025-06-20,63.45000076293945,57.56999969482422,525.629638671875,109.18119049072266,85.5152816772461
2025-06-23,63.66999816894531,58.04999923706055,531.034423828125,109.20098114013672,85.79212188720703
2025-06-24,62.68000030517578,59.5099983215332,539.1549682617188,109.21087646484376,86.41502380371094
2025-06-25,62.849998474121094,59.54999923706055,540.5333251953125,109.22077178955078,86.52378845214844
2025-06-26,62.79999923706055,59.959999084472656,545.5874633789062,109.24057006835938,86.95882415771484
2025-06-27,61.650001525878906,59.75,547.4553833007812,109.2801513671875,86.40513610839844
2025-06-30,62.36000061035156,60.029998779296875,551.001220703125,109.2801513671875,87.25543975830078
2025-07-01,62.91999816894531,60.09000015258789,546.3566284179688,109.29107666015624,87.47179412841797
2025-07-02,63.310001373291016,60.31999969482422,550.1621704101562,109.30101013183594,86.91604614257812
2025-07-03,62.869998931884766,60.619998931884766,555.575927734375,109.34073638916016,86.3106689453125
2025-07-07,62.91999816894531,59.75,551.3908081054688,109.36058807373048,85.4869613647461
2025-07-08,62.2599983215332,60.08000183105469,551.700439453125,109.38045501708984,85.3777847290039
2025-07-09,62.52000045776367,60.040000915527344,555.6058959960938,109.39038848876952,86.2709732055664
2025-07-10,62.66999816894531,60.22999954223633,554.8068237304688,109.40030670166016,86.33051300048828
2025-07-11,63.29999923706055,60.060001373291016,553.5582885742188,109.43009948730467,85.13961791992188
2025-07-14,63.04999923706055,60.16999816894531,555.5659790039062,109.44996643066406,84.96097564697266
2025-07-15,62.779998779296875,60.59000015258789,556.0753173828125,109.44996643066406,84.36552429199219
